Description,Product Code,Gender,Product Area,Product Type,Style,Short Web Description,Neckline/Collar,End Use,Fit,Heel Height,Fabric Type,Length,Pattern,Sleeve Length,Water Resistance,Main/Upper Comp,Lining Comp,Sole Comp,Washcare Label,Washing Instructions,Drying Instructions,Ironing Instructions,Range,Packing Format,Long Web Description,Height (cm),Width (cm),Depth (cm),Length (cm),Model Wears,Exclusive,Colour,Product Group,Crew Type,Design Colour,Size,SKU,Vat Code,Style Code,EAN,Supplier ID,Country of Origin,Commodity Code,Season,Phase,Style ID,Option ID,SKU ID,Price Level,Product Template,Age of Intake,Product Segment,Web Exclusive,Cost Price,Live Date,Volume (ml),Outfit 1,Outfit 2,Outfit 3,Outfit 4,Wiring,Padding,Dangerous Goods,Colour Group,Weight (kg),Discontinued,Eco Friendly,Web Length (cm),Model Height,Waistband Position,Toe Style,Heel Type,Fastening,Non-Returnable,High Value,Markdown,John Lewis Product Code,Product Created,Last Updated
CLASSIC 1/2 ZIP SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,PLUM,XL,1136718,H,OMFD001,5054409455324,MORNING STAAR APPARELS,,,Outlet manufactured styles,SS17,500_16392,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:35
CLASSIC 1/2 ZIP SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,PLUM,XS,1136719,H,OMFD001,5054409455348,MORNING STAAR APPARELS,,,Outlet manufactured styles,SS17,500_16392,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:35
CLASSIC 1/2 ZIP SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,PLUM,XXL,1136720,H,OMFD001,5054409455331,MORNING STAAR APPARELS,,,Outlet manufactured styles,SS17,500_16392,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:35
CLASSIC 1/2 ZIP SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,PLUM,XXXL,1136721,H,OMFD001,5054409455355,MORNING STAAR APPARELS,,,Outlet manufactured styles,SS17,500_16392,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:35
CLASSIC 1/2 ZIP SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,GREY MARL,L,1136722,H,OMFD001,5054409455386,MORNING STAAR APPARELS,,,Outlet manufactured styles,OUT CONTIN,500_16392,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:34
CLASSIC 1/2 ZIP SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,GREY MARL,M,1136723,H,OMFD001,5054409455379,MORNING STAAR APPARELS,,,Outlet manufactured styles,OUT CONTIN,500_16392,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:34
CLASSIC 1/2 ZIP SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,GREY MARL,S,1136724,H,OMFD001,5054409455362,MORNING STAAR APPARELS,,,Outlet manufactured styles,OUT CONTIN,500_16392,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:35
CLASSIC 1/2 ZIP SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,GREY MARL,XL,1136725,H,OMFD001,5054409455393,MORNING STAAR APPARELS,,,Outlet manufactured styles,OUT CONTIN,500_16392,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:34
CLASSIC 1/2 ZIP SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,GREY MARL,XS,1136726,H,OMFD001,5054409455423,MORNING STAAR APPARELS,,,Outlet manufactured styles,OUT CONTIN,500_16392,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:35
CLASSIC 1/2 ZIP SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,GREY MARL,XXL,1136727,H,OMFD001,5054409455409,MORNING STAAR APPARELS,,,Outlet manufactured styles,OUT CONTIN,500_16392,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:34
CLASSIC 1/2 ZIP SWEAT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5400: Half Neck,GREY MARL,XXXL,1136728,H,OMFD001,5054409455416,MORNING STAAR APPARELS,,,Outlet manufactured styles,OUT CONTIN,500_16392,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:35
BROOKVALE CLASSIC  SHIRT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,VIOLET,L,1137244,H,MFB031,5054409462971,TRUE ALLIANCE TRADING CO LTD,,6205200090,SPRING SUMMER 2017,RECODE,500_15703,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:24:38
BROOKVALE CLASSIC  SHIRT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,VIOLET,XL,1137247,H,MFB031,5054409463008,TRUE ALLIANCE TRADING CO LTD,,6205200090,SPRING SUMMER 2017,RECODE,500_15703,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:24:38
BROOKVALE CLASSIC  SHIRT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,VIOLET,XS,1137248,H,MFB031,5054409463015,TRUE ALLIANCE TRADING CO LTD,,6205200090,SPRING SUMMER 2017,RECODE,500_15703,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:24:38
BROOKVALE CLASSIC  SHIRT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,VIOLET,XXL,1137249,H,MFB031,5054409463022,TRUE ALLIANCE TRADING CO LTD,,6205200090,SPRING SUMMER 2017,RECODE,500_15703,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:24:38
BROOKVALE CLASSIC  SHIRT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,CHERRY,M,1137252,H,MFB031,5054409462957,TRUE ALLIANCE TRADING CO LTD,,6205200090,AUTUMN WINTER 2016,AW PHASE 4,500_15703,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:24:38
BROOKVALE CLASSIC  SHIRT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,CHERRY,XL,1137254,H,MFB031,5054409463046,TRUE ALLIANCE TRADING CO LTD,,6205200090,AUTUMN WINTER 2016,AW PHASE 4,500_15703,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:24:38
BROOKVALE CLASSIC  SHIRT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,CHERRY,XS,1137255,H,MFB031,5054409463053,TRUE ALLIANCE TRADING CO LTD,,6205200090,AUTUMN WINTER 2016,AW PHASE 4,500_15703,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:24:38
BROOKVALE CLASSIC  SHIRT,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,CHERRY,XXXL,1137257,H,MFB031,5054409463077,TRUE ALLIANCE TRADING CO LTD,,6205200090,AUTUMN WINTER 2016,AW PHASE 4,500_15703,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:24:38
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NAVY,6,1138512,H,WGE014,5054409479399,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:01
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NAVY,10,1138513,H,WGE014,5054409479405,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:02
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NAVY,8,1138514,H,WGE014,5054409479429,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,4.17,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:00
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NAVY,12,1138515,H,WGE014,5054409479412,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:02
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NAVY,14,1138516,H,WGE014,5054409479443,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:01
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NAVY,16,1138517,H,WGE014,5054409479436,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:01
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NAVY,18,1138518,H,WGE014,5054409479450,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:01
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,CRIMSON,6,1138519,H,WGE014,5054409479535,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:03
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,CRIMSON,10,1138520,H,WGE014,5054409479542,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:01
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,CRIMSON,8,1138521,H,WGE014,5054409479559,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:00
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,CRIMSON,12,1138522,H,WGE014,5054409479566,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:01
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,CRIMSON,14,1138523,H,WGE014,5054409479573,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:03
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,CRIMSON,16,1138524,H,WGE014,5054409479580,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:00
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,CRIMSON,18,1138525,H,WGE014,5054409479597,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:00
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,OPTICWHT,6,1138526,H,WGE014,5054409479504,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:00
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,OPTICWHT,10,1138527,H,WGE014,5054409479528,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:00
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,OPTICWHT,8,1138528,H,WGE014,5054409479511,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:00
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,OPTICWHT,12,1138529,H,WGE014,5054409479498,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:00
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,OPTICWHT,14,1138530,H,WGE014,5054409479467,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:01
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,OPTICWHT,16,1138531,H,WGE014,5054409479474,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:02
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,OPTICWHT,18,1138532,H,WGE014,5054409479481,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:03
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NVYWLDGDN,6,1138533,H,WGE014,5054409479603,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 2,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:03
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NVYWLDGDN,10,1138534,H,WGE014,5054409479610,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 2,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:01
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NVYWLDGDN,8,1138535,H,WGE014,5054409479627,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 2,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:59
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NVYWLDGDN,12,1138536,H,WGE014,5054409479634,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 2,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:00
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NVYWLDGDN,14,1138537,H,WGE014,5054409479641,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 2,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:01
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NVYWLDGDN,16,1138538,H,WGE014,5054409479658,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 2,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:00
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,NVYWLDGDN,18,1138539,H,WGE014,5054409479665,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 2,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:02
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,AMPAROBLU,6,1138540,H,WGE014,5054409479887,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:02
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,AMPAROBLU,10,1138541,H,WGE014,5054409479894,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:03
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,AMPAROBLU,8,1138542,H,WGE014,5054409479900,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:01
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,AMPAROBLU,12,1138543,H,WGE014,5054409479917,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:00
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,AMPAROBLU,14,1138544,H,WGE014,5054409479924,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:01
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,AMPAROBLU,16,1138545,H,WGE014,5054409479931,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:03
CHIFFON TRIM TEE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6402: Jersey Top,AMPAROBLU,18,1138546,H,WGE014,5054409479948,GOLDEN EMPIRE,,6206300090,SPRING SUMMER 2017,SS PHASE 1,600_17489,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:00
CREW CLASSIC STRIPE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,CRIMSON,L,1138952,H,MGB002,5054409484812,TRUE ALLIANCE TRADING CO LTD,CHN,6205200090,SPRING SUMMER 2017,SS PHASE 1,500_15827,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:23:02
CREW CLASSIC STRIPE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,CRIMSON,M,1138953,H,MGB002,5054409484805,TRUE ALLIANCE TRADING CO LTD,CHN,6205200090,SPRING SUMMER 2017,SS PHASE 1,500_15827,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:23:02
CREW CLASSIC STRIPE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,CRIMSON,S,1138954,H,MGB002,5054409484799,TRUE ALLIANCE TRADING CO LTD,CHN,6205200090,SPRING SUMMER 2017,SS PHASE 1,500_15827,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:23:02
CREW CLASSIC STRIPE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,CRIMSON,XL,1138955,H,MGB002,5054409484829,TRUE ALLIANCE TRADING CO LTD,CHN,6205200090,SPRING SUMMER 2017,SS PHASE 1,500_15827,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:23:02
CREW CLASSIC STRIPE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,CRIMSON,XS,1138956,H,MGB002,5054409484782,TRUE ALLIANCE TRADING CO LTD,CHN,6205200090,SPRING SUMMER 2017,SS PHASE 1,500_15827,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:23:03
CREW CLASSIC STRIPE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,CRIMSON,XXL,1138957,H,MGB002,5054409484836,TRUE ALLIANCE TRADING CO LTD,CHN,6205200090,SPRING SUMMER 2017,SS PHASE 1,500_15827,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:23:02
CREW CLASSIC STRIPE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,CRIMSON,XXXL,1138958,H,MGB002,5054409484843,TRUE ALLIANCE TRADING CO LTD,CHN,6205200090,SPRING SUMMER 2017,SS PHASE 1,500_15827,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:23:02
CREW CLASSIC STRIPE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,ULTRAMRNE,L,1138959,H,MGB002,5054409484850,TRUE ALLIANCE TRADING CO LTD,CHN,6205200090,SPRING SUMMER 2017,SS PHASE 1,500_15827,,,,,,,Web Exclusive Test,11.86,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:23:02
CREW CLASSIC STRIPE,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5200: LS Shirt,ULTRAMRNE,M,1138960,H,MGB002,5054409484867,TRUE ALLIANCE TRADING CO LTD,CHN,6205200090,SPRING SUMMER 2017,SS PHASE 1,500_15827,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:23:03
