Description,Product Code,Gender,Product Area,Product Type,Style,Short Web Description,Neckline/Collar,End Use,Fit,Heel Height,Fabric Type,Length,Pattern,Sleeve Length,Water Resistance,Main/Upper Comp,Lining Comp,Sole Comp,Washcare Label,Washing Instructions,Drying Instructions,Ironing Instructions,Range,Packing Format,Long Web Description,Height (cm),Width (cm),Depth (cm),Length (cm),Model Wears,Exclusive,Colour,Product Group,Crew Type,Design Colour,Size,SKU,Vat Code,Style Code,EAN,Supplier ID,Country of Origin,Commodity Code,Season,Phase,Style ID,Option ID,SKU ID,Price Level,Product Template,Age of Intake,Product Segment,Web Exclusive,Cost Price,Live Date,Volume (ml),Outfit 1,Outfit 2,Outfit 3,Outfit 4,Wiring,Padding,Dangerous Goods,Colour Group,Weight (kg),Discontinued,Eco Friendly,Web Length (cm),Model Height,Waistband Position,Toe Style,Heel Type,Fastening,Non-Returnable,High Value,Markdown,John Lewis Product Code,Product Created,Last Updated
TUMMEL JACKET,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6302: Jacket,NAVY,6,1001549,H,WAA003,5052123489335,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 1,600_9732,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:06:57
TUMMEL JACKET,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6302: Jacket,NAVY,8,1001556,H,WAA003,5052123489342,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 1,600_9732,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:06:57
TUMMEL JACKET,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6302: Jacket,NAVY,10,1001563,H,WAA003,5052123489281,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 1,600_9732,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:06:57
TUMMEL JACKET,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6302: Jacket,NAVY,12,1001570,H,WAA003,5052123489298,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 1,600_9732,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:06:56
TUMMEL JACKET,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6302: Jacket,NAVY,14,1001587,H,WAA003,5052123489304,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 1,600_9732,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:06:56
TUMMEL JACKET,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6302: Jacket,NAVY,16,1001594,H,WAA003,5052123489311,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 1,600_9732,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:06:57
TUMMEL JACKET,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6302: Jacket,NAVY,18,1001600,H,WAA003,5052123489328,BEXX CLOTHING LTD,CHN,,SPRING SUMMER 2014,SPRING 1,600_9732,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:06:57
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,BLUE2,M,1003413,H,OM05-0813,5052123490751,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:07
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,BLUE2,L,1003420,H,OM05-0813,5052123490676,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:07
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,BLUE2,XL,1003437,H,OM05-0813,5052123490911,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:07
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,BROWN2,M,1003451,H,OM05-0813,5052123490768,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:07
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,BROWN2,L,1003468,H,OM05-0813,5052123490683,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:12
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,BROWN2,XL,1003475,H,OM05-0813,5052123490928,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:07
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,CHARCOAL2,S,1003482,H,OM05-0813,5052123490850,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:07
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,CHARCOAL2,M,1003499,H,OM05-0813,5052123490775,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:10
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,CHARCOAL2,XL,1003512,H,OM05-0813,5052123490935,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:12
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,CLARET2,S,1003529,H,OM05-0813,5052123490867,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:11
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,CLARET2,L,1003543,H,OM05-0813,5052123490706,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:06
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,DILL2,S,1003567,H,OM05-0813,5052123490874,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:12
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,DILL2,M,1003574,H,OM05-0813,5052123490799,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:12
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,DILL2,XL,1003598,H,OM05-0813,5052123490959,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:12
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,MIDNIGHT2,S,1003604,H,OM05-0813,5052123490881,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:11
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,MIDNIGHT2,M,1003611,H,OM05-0813,5052123490805,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:11
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,MIDNIGHT2,L,1003628,H,OM05-0813,5052123490720,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:07
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,NAVY2,M,1003659,H,OM05-0813,5052123490812,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:11
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,NAVY2,XL,1003673,H,OM05-0813,5052123490973,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:07
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,OFFWHITE2,S,1003680,H,OM05-0813,5052123490904,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:07
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,OFFWHITE2,L,1003703,H,OM05-0813,5052123490744,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:06
CREW QUARTER ZIP,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,500: Menswear,5304: Zip Through,OFFWHITE2,XL,1003710,H,OM05-0813,5052123490980,SOUTH OCEAN,,,Outlet manufactured styles,,500_4909,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:09:06
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,MINT1,6,1005929,H,WAE001,5052123493264,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:09
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,MINT1,8,1005936,H,WAE001,5052123493271,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:12
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,MINT1,10,1005943,H,WAE001,5052123493219,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:08
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,MINT1,12,1005950,H,WAE001,5052123493226,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:11
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,MINT1,14,1005967,H,WAE001,5052123493233,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:07
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,MINT1,16,1005974,H,WAE001,5052123493240,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:07
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,MINT1,18,1005981,H,WAE001,5052123493257,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:13
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,CLSCPNK,6,1005998,H,WAE001,5052123493332,SREE SANTOSH EXPORTS,IND,,AUTUMN WINTER 2014,RECODE,600_9803,,,,,,,Web Exclusive Test,4.74,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:12
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,CLSCPNK,8,1006001,H,WAE001,5052123493349,SREE SANTOSH EXPORTS,IND,,AUTUMN WINTER 2014,RECODE,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:11
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,CLSCPNK,10,1006018,H,WAE001,5052123493288,SREE SANTOSH EXPORTS,IND,,AUTUMN WINTER 2014,RECODE,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:11
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,CLSCPNK,12,1006025,H,WAE001,5052123493295,SREE SANTOSH EXPORTS,IND,,AUTUMN WINTER 2014,RECODE,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:07
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,CLSCPNK,14,1006032,H,WAE001,5052123493301,SREE SANTOSH EXPORTS,IND,,AUTUMN WINTER 2014,RECODE,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:09
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,CLSCPNK,16,1006049,H,WAE001,5052123493318,SREE SANTOSH EXPORTS,IND,,AUTUMN WINTER 2014,RECODE,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:10
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,CLSCPNK,18,1006056,H,WAE001,5052123493325,SREE SANTOSH EXPORTS,IND,,AUTUMN WINTER 2014,RECODE,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:08
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,BRGHTRSE,6,1006063,H,WAE001,5052123493400,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SS TRANS,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:09
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,BRGHTRSE,8,1006070,H,WAE001,5052123493417,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SS TRANS,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:10
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,BRGHTRSE,10,1006087,H,WAE001,5052123493356,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SS TRANS,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:11
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,BRGHTRSE,12,1006094,H,WAE001,5052123493363,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SS TRANS,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:08
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,BRGHTRSE,14,1006100,H,WAE001,5052123493370,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SS TRANS,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:09
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,BRGHTRSE,16,1006117,H,WAE001,5052123493387,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SS TRANS,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:13
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,BRGHTRSE,18,1006124,H,WAE001,5052123493394,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SS TRANS,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:13
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,NVYRSEST,6,1006131,H,WAE001,5052123493479,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:12
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,NVYRSEST,8,1006148,H,WAE001,5052123493486,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:09
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,NVYRSEST,10,1006155,H,WAE001,5052123493424,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:12
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,NVYRSEST,12,1006162,H,WAE001,5052123493431,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:11
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,NVYRSEST,14,1006179,H,WAE001,5052123493448,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:08
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,NVYRSEST,16,1006186,H,WAE001,5052123493455,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:12
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,NVYRSEST,18,1006193,H,WAE001,5052123493462,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:07
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,WHRSROPE,6,1006209,H,WAE001,5052123493547,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:12
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,WHRSROPE,8,1006216,H,WAE001,5052123493554,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:10
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,WHRSROPE,10,1006223,H,WAE001,5052123493493,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:10
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,WHRSROPE,12,1006230,H,WAE001,5052123493509,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:08
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,WHRSROPE,14,1006247,H,WAE001,5052123493516,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:12
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,WHRSROPE,16,1006254,H,WAE001,5052123493523,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:07
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,WHRSROPE,18,1006261,H,WAE001,5052123493530,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,SPRING 1,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:08
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,MINT2,6,1006278,H,WAE001,5052123493615,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,HI SUMMER,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:11
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,MINT2,8,1006285,H,WAE001,5052123493622,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,HI SUMMER,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:11
CREW CLASSIC POLO,,,,,,,,,,,,,,,,,,,,,,,Range test,,,,,,,,,,600: Womenswear,6400: Polo,MINT2,10,1006292,H,WAE001,5052123493561,SREE SANTOSH EXPORTS,IND,,SPRING SUMMER 2014,HI SUMMER,600_9803,,,,,,,Web Exclusive Test,,,,,,,,,,,Colour Group Test,,True,Eco Friendly Test,,,,,,,,,,,,11/09/2023 16:08:12
