Date,Site Hierarchy,Distribution Channel,EAN,UPC,Article Variant,Full / Reduced Price,Sales (Units),Sales Revenue Inc Vat
7/29/2023,DUMFRIES (3285),SHOP YOUR WAY,5059595755685,24550314,000000022559856005,Reduced,-1.00,-40.00
7/29/2023,ARGYLE ST GLASGOW (0657),SHOP YOUR WAY,5059595753223,24620758,000000022560263003,Reduced,1.00,35.00
7/29/2023,AINTREE (0132),SHOP YOUR WAY,5059595162599,24620550,000000022560234003,Full Price,-1.00,-65.00
7/29/2023,TOLWORTH SF (3670),SHOP YOUR WAY,5059595811473,24612166,000000022560241002,Full Price,-1.00,-35.00
7/29/2023,TOLWORTH SF (3670),SHOP YOUR WAY,5059595811480,24612180,000000022560241003,Full Price,-1.00,-35.00
7/29/2023,TOLWORTH SF (3670),SHOP YOUR WAY,5059595841081,24004411,000000022565245003,Full Price,-1.00,-35.00
7/29/2023,TOLWORTH SF (3670),SHOP YOUR WAY,5059595865216,24383011,000000022562807002,Full Price,1.00,49.00
7/29/2023,EASTBOURNE (2804),SHOP YOUR WAY,5059595806455,5010356,000000022568432006,Full Price,-1.00,-129.00
7/29/2023,YATE SF (1220),SHOP YOUR WAY,5059595752677,24625364,000000022560144005,Reduced,2.00,60.00
7/29/2023,ORPINGTON NUGENT PARK (4747),SHOP YOUR WAY,5059595896012,7018732,000000022566829004,Full Price,-1.00,-39.00
7/29/2023,GRANTHAM SF (1403),SHOP YOUR WAY,5054409932665,24624220,000000022560270004,Full Price,1.00,25.00
7/29/2023,GRANTHAM SF (1403),SHOP YOUR WAY,5059595849803,24383035,000000022562733004,Full Price,-1.00,-65.00
7/29/2023,GRANTHAM SF (1403),SHOP YOUR WAY,5059595849810,24383196,000000022562733005,Full Price,-1.00,-65.00
7/29/2023,BRIDGWATER SF (0784),SHOP YOUR WAY,5059595753452,24619066,000000022560070004,Reduced,1.00,30.00
7/29/2023,BRIDGWATER SF (0784),SHOP YOUR WAY,5059595795407,24382083,000000022562739003,Reduced,1.00,40.00
7/29/2023,BRIDGWATER SF (0784),SHOP YOUR WAY,5059595795421,24382298,000000022562739004,Reduced,1.00,40.00
7/29/2023,PUDSEY (0301),SHOP YOUR WAY,5054409951888,24622097,000000022560235004,Reduced,1.00,16.00
7/29/2023,PUDSEY (0301),SHOP YOUR WAY,5059595762386,23885714,000000022562553006,Reduced,1.00,45.00
7/29/2023,WOLSTANTON STOKE (1366),SHOP YOUR WAY,5059595111849,24629270,000000022560328003,Full Price,-2.00,-22.00
7/29/2023,WOLSTANTON STOKE (1366),SHOP YOUR WAY,5059595130314,24631167,000000022560276003,Full Price,-1.00,-22.00
7/29/2023,MORPETH SANDERSON (0137),SHOP YOUR WAY,5059595130352,24631181,000000022560276005,Full Price,1.00,22.00
7/29/2023,DUNBLANE SF (0199),SHOP YOUR WAY,5059595111870,24629300,000000022560328006,Full Price,-2.00,-44.00
7/29/2023,DUNBLANE SF (0199),SHOP YOUR WAY,5059595130345,24631198,000000022560276006,Full Price,-1.00,-22.00
7/29/2023,DUNBLANE SF (0199),SHOP YOUR WAY,5059595858577,5044078,000000022567813007,Full Price,1.00,16.00
7/29/2023,DUNBLANE SF (0199),SHOP YOUR WAY,5059595885436,5875788,000000022569601006,Full Price,1.00,49.00
7/29/2023,BRACKNELL LEXICON (2099),SHOP YOUR WAY,5059595830863,23887794,000000022562555006,Reduced,1.00,45.00
7/29/2023,WORCESTER (0217),SHOP YOUR WAY,5054409930456,24623124,000000022560287004,Full Price,1.00,40.00
7/29/2023,WORCESTER (0217),SHOP YOUR WAY,5054409932542,24625999,000000022560323004,Full Price,1.00,25.00
7/29/2023,WORCESTER (0217),SHOP YOUR WAY,5054409932801,24626248,000000022560325004,Full Price,1.00,25.00
7/29/2023,BROMLEY (0903),SHOP YOUR WAY,5059595776253,24617840,000000022560066005,Reduced,-1.00,-73.00
7/29/2023,EDEN HIGH WYCOMBE (6363),SHOP YOUR WAY,5059595773573,24385022,000000022562839004,Full Price,1.00,25.00
7/29/2023,EDEN HIGH WYCOMBE (6363),SHOP YOUR WAY,5059595888352,24003605,000000022565708004,Full Price,1.00,25.00
7/29/2023,EDEN HIGH WYCOMBE (6363),SHOP YOUR WAY,5059595888499,24002981,000000022565087004,Full Price,1.00,25.00
7/29/2023,KINGSTON (1355),SHOP YOUR WAY,5059595752943,24621878,000000022560308003,Reduced,-1.00,-35.00
7/29/2023,ABBEY CENTRE BELFAST (6952),SHOP YOUR WAY,5054409668007,24605472,000000022559863002,Reduced,1.00,33.00
7/29/2023,RAYLEIGH SF. (1891),SHOP YOUR WAY,5059595783039,24622806,000000022560302005,Full Price,1.00,35.00
7/29/2023,RAYLEIGH SF. (1891),SHOP YOUR WAY,5059595783077,24627894,000000022560303005,Full Price,1.00,35.00
7/29/2023,RAYLEIGH SF. (1891),SHOP YOUR WAY,5059595783312,4986737,000000022568647005,Full Price,1.00,35.00
7/29/2023,RAYLEIGH SF. (1891),SHOP YOUR WAY,5059595931096,4713487,000000022567003005,Full Price,1.00,39.00
7/29/2023,HEATHFIELD AYR (1940),SHOP YOUR WAY,5059595783039,24622806,000000022560302005,Full Price,1.00,35.00
7/29/2023,HEATHFIELD AYR (1940),SHOP YOUR WAY,5059595783077,24627894,000000022560303005,Full Price,1.00,35.00
7/29/2023,HEATHFIELD AYR (1940),SHOP YOUR WAY,5059595783312,4986737,000000022568647005,Full Price,1.00,35.00
7/29/2023,WEST WICKHAM SF (7498),SHOP YOUR WAY,5054409951918,24622103,000000022560235005,Reduced,1.00,16.00
7/29/2023,WEST WICKHAM SF (7498),SHOP YOUR WAY,5059595765394,24386685,000000022562727003,Full Price,-1.00,-49.00
7/29/2023,WEST WICKHAM SF (7498),SHOP YOUR WAY,5059595915935,24000185,000000022565019005,Full Price,1.00,55.00
7/29/2023,KIDDERMINSTER (4323),SHOP YOUR WAY,5059595895077,6983963,000000022566818004,Full Price,1.00,29.00
7/29/2023,KIDDERMINSTER (4323),SHOP YOUR WAY,5059595895084,6984144,000000022566818005,Full Price,1.00,29.00
7/29/2023,KIDDERMINSTER (4323),SHOP YOUR WAY,5059595898603,6929022,000000022566814004,Full Price,1.00,29.00
7/29/2023,KIDDERMINSTER (4323),SHOP YOUR WAY,5059595898610,6929176,000000022566814005,Full Price,1.00,29.00
7/29/2023,WOKING (1568),SHOP YOUR WAY,5059595795438,24382519,000000022562739005,Reduced,1.00,40.00
7/29/2023,SOUTH WOODFORD SF. (6282),SHOP YOUR WAY,5059595753476,24618502,000000022560070006,Reduced,1.00,30.00
7/29/2023,SURBITON SF (6554),SHOP YOUR WAY,5059595438007,24617673,000000022560058002,Reduced,-1.00,-42.00
7/29/2023,SURBITON SF (6554),SHOP YOUR WAY,5059595784562,24615655,000000022560321002,Reduced,-1.00,-42.00
7/29/2023,FLEET SF (7744),SHOP YOUR WAY,5059595758396,24625401,000000022561001002,Reduced,1.00,36.00
7/29/2023,FLEET SF (7744),SHOP YOUR WAY,5059595758402,24625418,000000022561001003,Reduced,1.00,36.00
7/29/2023,BROOKLANDS (3803),SHOP YOUR WAY,5059595924135,5090938,000000022567794005,Full Price,-1.00,-79.00
7/29/2023,BLACKBURN (1957),SHOP YOUR WAY,5059595858676,24386784,000000022562728005,Full Price,1.00,16.00
7/29/2023,BLACKBURN (1957),SHOP YOUR WAY,5059595858676,24386784,000000022562728005,Full Price,-1.00,-16.00
7/29/2023,BECKENHAM SF (2574),SHOP YOUR WAY,5059595796312,23970656,000000022564929003,Full Price,1.00,59.00
7/29/2023,BECKENHAM SF (2574),SHOP YOUR WAY,5059595860747,7123191,000000022566790004,Full Price,-1.00,-69.00
7/29/2023,RIPON FH (2173),SHOP YOUR WAY,5059595736172,9990326,000000022562735001,Full Price,1.00,20.00
7/29/2023,EXMOUTH (2096),SHOP YOUR WAY,5054409946990,24618465,000000022559968003,Reduced,1.00,21.00
7/29/2023,MALDON SF (0200),SHOP YOUR WAY,5059595752653,24625340,000000022560144003,Reduced,1.00,30.00
7/29/2023,GUISBOROUGH (2171),SHOP YOUR WAY,5059595737148,24612494,000000022560245005,Reduced,1.00,40.00
7/29/2023,CULVERHOUSE CROSS (1193),SHOP YOUR WAY,5059595025085,23885622,000000022562552004,Full Price,1.00,49.00
7/29/2023,CULVERHOUSE CROSS (1193),SHOP YOUR WAY,5059595786283,24616454,000000022559984006,Reduced,1.00,33.00
7/29/2023,STRATFORD UPON AVON (3243),SHOP YOUR WAY,5059595795414,24381925,000000022562739002,Reduced,-1.00,-40.00
7/29/2023,STRATFORD UPON AVON (3243),SHOP YOUR WAY,5059595858553,5043125,000000022567813006,Full Price,1.00,16.00
7/29/2023,THE SPRINGS LEEDS (0918),SHOP YOUR WAY,5059595810308,24549455,000000022559857006,Reduced,1.00,35.00
7/29/2023,LLANISHEN CARDIFF SF (4860),SHOP YOUR WAY,5059595762355,23885684,000000022562553003,Reduced,1.00,45.00
7/29/2023,BIGGLESWADE RETAIL PARK (2017),SHOP YOUR WAY,5063013057923,4991908,000000022567775003,Full Price,1.00,169.00
7/29/2023,LOWER EARLEY SF (5076),SHOP YOUR WAY,5059595782896,21548819,000000022563820005,Full Price,1.00,59.00
7/29/2023,LOWER EARLEY SF (5076),SHOP YOUR WAY,5059595838500,24386241,000000022562721005,Full Price,1.00,69.00
7/29/2023,MORNINGSIDE EDINBURGH SF (6211),SHOP YOUR WAY,5059595858669,24386777,000000022562728004,Full Price,1.00,16.00
7/29/2023,EPPING SF. (0175),SHOP YOUR WAY,5059595753247,24620772,000000022560263005,Reduced,-1.00,-35.00
7/29/2023,EPPING SF. (0175),SHOP YOUR WAY,5059595763062,24381888,000000022562729003,Full Price,1.00,55.00
7/29/2023,MENAI BANGOR SF (9399),SHOP YOUR WAY,5059595783183,6786731,000000022569600002,Full Price,-1.00,-35.00
7/29/2023,TEESSIDE (6156),SHOP YOUR WAY,5059595779858,24629775,000000022560155003,Reduced,-1.00,-27.00
7/29/2023,TEESSIDE (6156),SHOP YOUR WAY,5059595779865,24629768,000000022560155002,Reduced,-1.00,-27.00
7/29/2023,HORSHAM (3298),SHOP YOUR WAY,5059595780892,24008785,000000022565109002,Full Price,1.00,22.00
7/29/2023,LOUGHBOROUGH SF (8879),SHOP YOUR WAY,5059595753780,24386371,000000022562806003,Reduced,-1.00,-35.00
7/29/2023,LOUGHBOROUGH SF (8879),SHOP YOUR WAY,5059595795254,24626545,000000022560295004,Reduced,-1.00,-35.00
7/29/2023,LOUGHBOROUGH SF (8879),SHOP YOUR WAY,5059595853725,24000253,000000022565237003,Full Price,1.00,22.00
7/29/2023,CHELTENHAM (2121),SHOP YOUR WAY,5059595868446,4707479,000000022567012006,Full Price,-1.00,-35.00
7/29/2023,SIXFIELDS NORTHAMPTON SF (1221),SHOP YOUR WAY,5059595785408,24008952,000000022565108004,Full Price,-2.00,-35.00
7/29/2023,SIXFIELDS NORTHAMPTON SF (1221),SHOP YOUR WAY,5059595867104,24385374,000000022562825004,Full Price,-1.00,-35.00
7/29/2023,STAINES TWO RIVERS FH (1492),SHOP YOUR WAY,5059595806486,4860464,000000022567814007,Full Price,1.00,129.00
7/29/2023,WHITSTABLE SF (1997),SHOP YOUR WAY,5059595783671,23949706,000000022563817006,Full Price,-1.00,-79.00
7/29/2023,PORTFIELD CHICHESTER (1992),SHOP YOUR WAY,5059595855064,23875739,000000022563818005,Full Price,-1.00,-89.00
7/29/2023,SEARS SOLIHULL (5357),SHOP YOUR WAY,5059595743743,24629348,000000022560205003,Reduced,1.00,39.00
7/29/2023,SEARS SOLIHULL (5357),SHOP YOUR WAY,5059595755630,24617086,000000022560062005,Reduced,1.00,38.00
7/29/2023,BRAEHEAD (4417),SHOP YOUR WAY,5059595894742,23949898,000000022563825004,Full Price,-1.00,-59.00
7/29/2023,OSWESTRY SF (4255),SHOP YOUR WAY,5059595894803,23949812,000000022563827003,Full Price,1.00,59.00
7/29/2023,TIVERTON SF (1928),SHOP YOUR WAY,5059595780939,24008822,000000022565109006,Full Price,1.00,22.00
7/29/2023,PURLEY WAY (1670),SHOP YOUR WAY,5059595066323,24617901,000000022560006004,Reduced,1.00,21.00
7/29/2023,NANTWICH SF (1212),SHOP YOUR WAY,5059595841487,24001199,000000022565020007,Full Price,1.00,79.00
7/29/2023,CANTERBURY (0709),SHOP YOUR WAY,5059595825210,24002127,000000022565093002,Full Price,-1.00,-50.08
7/29/2023,KENTON BAR (0432),SHOP YOUR WAY,5059595899525,24003797,000000022565246003,Full Price,1.00,55.00
7/29/2023,KENTON BAR (0432),SHOP YOUR WAY,5059595899525,24003797,000000022565246003,Full Price,-1.00,-55.00
7/29/2023,WALWORTH RD (0754),SHOP YOUR WAY,5059595795711,24002509,000000022565249005,Full Price,1.00,69.00
7/29/2023,SUTTON (1216),SHOP YOUR WAY,5059595924098,7012969,000000022566785004,Full Price,1.00,79.00
7/29/2023,CANVEY ISLAND SF (0785),SHOP YOUR WAY,5059595840985,7071850,000000022566694006,Full Price,1.00,39.00
7/29/2023,GRIMSBY (0741),SHOP YOUR WAY,5059595840831,7001789,000000022566753005,Full Price,1.00,79.00
7/29/2023,ELTHAM (2396),SHOP YOUR WAY,5059595895077,6983963,000000022566818004,Full Price,1.00,29.00
7/29/2023,ELTHAM (2396),SHOP YOUR WAY,5059595898580,6927738,000000022566814003,Full Price,1.00,29.00
7/29/2023,CROUCH END SF (7870),SHOP YOUR WAY,5059595858546,5042418,000000022567813005,Full Price,1.00,16.00
7/29/2023,SHOREHAM (3104),SHOP YOUR WAY,5063013058074,4994053,000000022567775006,Full Price,-1.00,-169.00
7/29/2023,SCUNTHORPE RP (1379),SHOP YOUR WAY,5059595840619,21539510,000000022563815005,Reduced,1.00,45.00
7/29/2023,LLANELLI PARC TROSTRE (0098),SHOP YOUR WAY,5059595853930,7086441,000000022566696003,Reduced,1.00,25.00
7/29/2023,CHESHIRE OAKS (0399),SHOP YOUR WAY,5059595454687,24623278,000000022560230003,Reduced,1.00,40.00
7/29/2023,BOURNE (0764),SHOP YOUR WAY,5059595852308,4850939,000000022567770007,Full Price,-1.00,-29.00
7/29/2023,TEMPLE FORTUNE SF (3696),SHOP YOUR WAY,5059595824893,5937424,000000022569586004,Full Price,1.00,45.00
7/29/2023,TEMPLE FORTUNE SF (3696),SHOP YOUR WAY,5059595824985,5006625,000000022567787004,Full Price,1.00,45.00
7/29/2023,PRINCESS PARK SF (3780),SHOP YOUR WAY,5059595737131,24612449,000000022560245003,Reduced,1.00,40.00
7/29/2023,DARTMOUTH SF (4190),SHOP YOUR WAY,5059595806387,4856825,000000022567814004,Full Price,1.00,129.00
7/29/2023,DARTMOUTH SF (4190),SHOP YOUR WAY,5059595806394,4859246,000000022567814005,Full Price,1.00,129.00
7/29/2023,CHEPSTOW SF (1917),SHOP YOUR WAY,5059595810247,24612401,000000022560005005,Reduced,1.00,45.00
7/29/2023,AYR (2024),SHOP YOUR WAY,5059595806455,5010356,000000022568432006,Full Price,-1.00,-129.00
7/29/2023,BATTERSEA POWER STATION (1633),SHOP YOUR WAY,5063013109882,5806041,000000022570827001,Full Price,1.00,39.00
7/29/2023,BATTERSEA POWER STATION (1633),SHOP YOUR WAY,5063013109905,5806058,000000022570827002,Full Price,1.00,39.00
7/29/2023,BIRMINGHAM (2626),SHOP YOUR WAY,5054409951819,24621601,000000022560115004,Reduced,1.00,13.00
7/29/2023,BIRMINGHAM (2626),SHOP YOUR WAY,5054409951888,24622097,000000022560235004,Reduced,1.00,16.00
7/29/2023,HAZEL GROVE SF (6224),SHOP YOUR WAY,5059595737179,24612418,000000022560245002,Reduced,1.00,40.00
7/29/2023,ORBITAL SWINDON (0106),SHOP YOUR WAY,5059595744702,24386005,000000022562723004,Reduced,1.00,12.00
7/29/2023,ORBITAL SWINDON (0106),SHOP YOUR WAY,5059595776239,24618564,000000022560066003,Reduced,1.00,73.00
7/29/2023,CHICHESTER SAT (3340),SHOP YOUR WAY,5059595759195,24613477,000000022559993005,Reduced,1.00,94.00
7/29/2023,EDGE LANE (2169),SHOP YOUR WAY,5059595784203,24551137,000000022559885005,Reduced,1.00,33.00
7/29/2023,STRATFORD CITY LONDON (0244),SHOP YOUR WAY,5054409947003,24618397,000000022559968002,Reduced,-1.00,-21.00
7/29/2023,BARNSTAPLE (1805),SHOP YOUR WAY,5054409946990,24618465,000000022559968003,Reduced,1.00,21.00
7/29/2023,BARNSTAPLE (1805),SHOP YOUR WAY,5059595768807,24624008,000000022560210003,Reduced,1.00,36.00
7/29/2023,COATBRIDGE FARA (5294),SHOP YOUR WAY,5059595755333,3450383,000000022562004003,Reduced,-1.00,-38.00
7/29/2023,ASHTON MOSS (1190),SHOP YOUR WAY,5059595066323,24617901,000000022560006004,Reduced,-1.00,-21.00
7/29/2023,STOCKTON HEATH (1920),SHOP YOUR WAY,5059595066323,24617901,000000022560006004,Reduced,1.00,21.00
7/29/2023,ALTRINCHAM (3036),SHOP YOUR WAY,5059595755418,24628440,000000022560150004,Reduced,1.00,39.00
7/29/2023,FORT WILLIAM (2097),SHOP YOUR WAY,5059595776703,24617741,000000022560065005,Reduced,1.00,38.00
7/29/2023,CROWNHILL PLYMOUTH SF (3515),SHOP YOUR WAY,5059595754800,24626132,000000022560103002,Reduced,1.00,32.00
7/29/2023,STROOD SF (2174),SHOP YOUR WAY,5059595795285,24626569,000000022560295005,Reduced,1.00,35.00
7/29/2023,BEXHILL (1231),SHOP YOUR WAY,5059595840640,21540820,000000022563815007,Reduced,1.00,45.00
,,,,,,,,
